Date,Confirmed positive,Presumptive positive,Negative,Total,Rate of Change,Acceleration,# Doubles,Today's # Days / Doubling,Avg # Days / Doubling,# tested today,# cases recovered,# active cases,# deaths,"100% of NS population, 80% undoc",# days until 100% NS infected,100% date,New cases,Est. active cases (11 days),# active cases in hospital,# hospital cases in ICU,% of active cases in hospital,Ideal doubling rate of change,Doubling rate to avoid hospital collapse,Predicted # days / doubling (max 18),Predicted # total cases,Predicted active cases (11 days),Predicted # active hospital cases,Uh-oh,Estimated free hospital beds,# respirators,# respiratory therapists,# hospital beds,Inpatient days,Occupancy rate,
2020-09-02,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,15904,3187,102,,273,240,308,3142,1047310,91.32%,
2020-09-03,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,16264,3259,104,,273,240,308,3142,1047310,91.32%,
2020-09-04,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,16632,3332,106,,273,240,308,3142,1047310,91.32%,
2020-09-05,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,17008,3408,109,,273,240,308,3142,1047310,91.32%,
2020-09-06,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,17392,3485,111,,273,240,308,3142,1047310,91.32%,
2020-09-07,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,17786,3564,114,,273,240,308,3142,1047310,91.32%,
2020-09-08,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,18188,3644,116,,273,240,308,3142,1047310,91.32%,
2020-09-09,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,18599,3727,119,,273,240,308,3142,1047310,91.32%,
2020-09-10,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,19019,3811,121,,273,240,308,3142,1047310,91.32%,
2020-09-11,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,19450,3897,124,,273,240,308,3142,1047310,91.32%,
2020-09-12,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,19889,3985,127,,273,240,308,3142,1047310,91.32%,
2020-09-13,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,20339,4075,130,,273,240,308,3142,1047310,91.32%,
2020-09-14,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,20799,4167,133,,273,240,308,3142,1047310,91.32%,
2020-09-15,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,21269,4262,136,,273,240,308,3142,1047310,91.32%,
2020-09-16,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,21750,4358,139,,273,240,308,3142,1047310,91.32%,
2020-09-17,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,22242,4456,142,,273,240,308,3142,1047310,91.32%,
2020-09-18,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,22745,4557,145,,273,240,308,3142,1047310,91.32%,
2020-09-19,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,23259,4660,149,,273,240,308,3142,1047310,91.32%,
2020-09-20,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,23785,4766,152,,273,240,308,3142,1047310,91.32%,
2020-09-21,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,24323,4873,155,,273,240,308,3142,1047310,91.32%,
2020-09-22,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,24873,4984,159,,273,240,308,3142,1047310,91.32%,
2020-09-23,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,25435,5096,162,,273,240,308,3142,1047310,91.32%,
2020-09-24,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,26010,5211,166,,273,240,308,3142,1047310,91.32%,
2020-09-25,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,26599,5329,170,,273,240,308,3142,1047310,91.32%,
2020-09-26,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,27200,5450,174,,273,240,308,3142,1047310,91.32%,
2020-09-27,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,27815,5573,178,,273,240,308,3142,1047310,91.32%,
2020-09-28,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,28444,5699,182,,273,240,308,3142,1047310,91.32%,
2020-09-29,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,29087,5828,186,,273,240,308,3142,1047310,91.32%,
2020-09-30,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,29745,5960,190,,273,240,308,3142,1047310,91.32%,
2020-10-01,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,30417,6094,194,,273,240,308,3142,1047310,91.32%,
2020-10-02,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,31105,6232,199,,273,240,308,3142,1047310,91.32%,
2020-10-03,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,31809,6373,203,,273,240,308,3142,1047310,91.32%,
2020-10-04,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,32528,6517,208,,273,240,308,3142,1047310,91.32%,
2020-10-05,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,33263,6665,212,,273,240,308,3142,1047310,91.32%,
2020-10-06,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,34015,6815,217,,273,240,308,3142,1047310,91.32%,
2020-10-07,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,34785,6969,222,,273,240,308,3142,1047310,91.32%,
2020-10-08,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,35571,7127,227,,273,240,308,3142,1047310,91.32%,
2020-10-09,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36375,7288,232,,273,240,308,3142,1047310,91.32%,
2020-10-10,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,7199,230,,273,240,308,3142,1047310,91.32%,
2020-10-11,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,6527,208,,273,240,308,3142,1047310,91.32%,
2020-10-12,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,5839,186,,273,240,308,3142,1047310,91.32%,
2020-10-13,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,5135,164,,273,240,308,3142,1047310,91.32%,
2020-10-14,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,4416,141,,273,240,308,3142,1047310,91.32%,
2020-10-15,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,3681,117,,273,240,308,3142,1047310,91.32%,
2020-10-16,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,2929,93,,273,240,308,3142,1047310,91.32%,
2020-10-17,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,2159,69,,273,240,308,3142,1047310,91.32%,
2020-10-18,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,1373,44,,273,240,308,3142,1047310,91.32%,
2020-10-19,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,569,18,,273,240,308,3142,1047310,91.32%,
2020-10-20,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,0,0,,273,240,308,3142,1047310,91.32%,
2020-10-21,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,0,0,,273,240,308,3142,1047310,91.32%,
2020-10-22,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,0,0,,273,240,308,3142,1047310,91.32%,
2020-10-23,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,0,0,,273,240,308,3142,1047310,91.32%,
2020-10-24,,,,,,,,,,,,,,184720,,,,,,,,1.5088,31,31,36944,0,0,,273,240,308,3142,1047310,91.32%,
